gene,5ss,3ss,PSI,index,prob
AT4G23100,4061,3990,100.0,890,0.9965727285896158
AT4G23100,1591,1439,100.0,890,0.29481327783880434
AT4G23100,1868,1759,100.0,890,0.6253363556673875
AT4G23100,2038,1944,100.0,890,0.9848956908553385
AT4G24040,1394,1277,100.0,899,0.7817034519973877
AT4G24040,2529,2428,100.0,899,0.9655089278797834
AT4G24270,942,886,100.0,903,0.39060071437825217
AT4G24270,4055,3979,100.0,903,0.4866492860698927
AT4G24270,4674,4337,100.0,903,0.7712702556376664
AT4G24270,4868,4774,100.0,903,0.1526036846547964
AT4G24270,1988,1711,100.0,903,0.8834640228774434
AT4G24270,3018,2912,100.0,903,0.9276731686708992
AT4G24270,3647,3522,100.0,903,0.22835479092652625
AT4G24440,559,507,100.0,906,0.15863688710561763
AT4G24450,2726,2636,100.0,907,0.8854656104387614
AT4G24450,4067,4006,100.0,907,0.519463403718979
AT4G24450,7082,6988,100.0,907,0.7364694237240489
AT4G24470,773,682,100.0,908,0.9883575954515722
AT4G24470,1569,1460,100.0,908,0.2672666141208594
AT4G24680,1486,1440,100.0,912,0.943283416400659
AT4G25720,701,664,100.0,927,0.08629752609301654
AT4G25720,2178,2106,100.0,927,0.36934244616815576
AT4G25720,2311,2282,100.0,927,0.06639781398878115
AT4G25720,2462,2406,100.0,927,0.08936442529970587
AT4G25720,998,932,100.0,927,0.3767403496533353
AT4G25720,1809,1710,100.0,927,0.9668434039936187
AT4G26900,2238,2174,100.0,935,0.9754570155056831
AT4G26900,2413,2329,100.0,935,0.9808537333974864
AT4G26900,2806,2751,100.0,935,0.9409046130965097
AT4G26900,3491,3452,100.0,935,0.06462894847753631
AT4G26900,2068,2004,100.0,935,0.9340472924582374
AT4G27040,2355,2264,100.0,936,0.9159454002686238
AT4G27750,1284,1209,100.0,943,0.9589047558042283
AT4G29170,797,715,100.0,960,0.3948537615068893
AT4G29170,1098,980,100.0,960,0.9018325332635251
AT4G30580,562,488,100.0,976,0.13080270014455067
AT4G30840,1804,1729,100.0,979,0.9913651464287332
AT4G31120,700,589,100.0,988,0.8809794100909644
AT4G31120,2465,2395,100.0,988,0.9905695456462867
AT4G31120,2731,2661,100.0,988,0.13545223232026601
AT4G31120,3251,3157,100.0,988,0.6290594349307876
AT4G31120,874,783,100.0,988,0.29985738814229496
AT4G31120,3586,3536,100.0,988,0.4584851745371057
AT4G31120,4343,4248,100.0,988,0.9923017666179339
AT4G31160,4188,3734,100.0,990,0.058868464525744235
AT4G31160,4391,4279,100.0,990,0.38308882805331834
AT4G31160,928,810,100.0,990,0.9941180748529445
AT4G31160,3383,2812,100.0,990,0.8918379315667653
AT4G31430,791,737,100.0,994,0.270774290962376
AT4G31430,1029,939,100.0,994,0.9784024653911881
AT4G31430,2839,2783,100.0,994,0.6873908419897002
AT4G31430,3198,3117,100.0,994,0.843301706018471
AT4G31430,2075,1903,100.0,994,0.9223486725967674
AT4G31430,2681,2615,100.0,994,0.9284320010282229
AT4G31720,559,446,100.0,997,0.1267791569779606
AT4G31720,1566,1514,100.0,997,0.3022807343472728
AT4G31720,1184,1120,100.0,997,0.9000685737742291
AT4G31770,894,735,100.0,998,0.9794338813458033
AT4G32570,1275,1104,100.0,1010,0.7414394864781965
AT4G32690,995,863,100.0,1012,0.9660422711576797
AT4G32690,1498,1352,100.0,1012,0.920335128222791
AT4G32770,2477,2359,100.0,1014,0.8513295125173558
AT4G32770,1274,1193,100.0,1014,0.49430453105394784
AT4G32770,2039,1940,100.0,1014,0.9818346313190776
AT4G32910,962,850,100.0,1016,0.6778407912342636
AT4G32910,3687,3629,100.0,1016,0.2222193586728421
AT4G32915,395,353,100.0,1017,0.27072263817315123
AT4G33150,2882,2820,99.77,1021,0.8397405752095033
AT4G33150,3767,3415,100.0,1021,0.24659122289057997
AT4G33150,4098,4031,100.0,1021,0.8570495588537027
AT4G33150,4368,4249,100.0,1021,0.703174444293975
AT4G33150,1010,922,99.25,1021,0.42015888451388544
AT4G33150,1218,1087,100.0,1021,0.4002528004015942
AT4G33150,1823,1705,100.0,1021,0.3295357047694641
AT4G33150,1992,1915,100.0,1021,0.09794307570689759
AT4G33250,452,394,100.0,1022,0.8288064274432075
AT4G33250,659,544,100.0,1022,0.7584482418936688
AT4G33250,1365,1281,100.0,1022,0.5356113507078244
AT4G33350,1148,1072,100.0,1024,0.8135126752956738
AT4G33350,1295,1243,100.0,1024,0.8201216548616579
AT4G33350,1472,1411,100.0,1024,0.402163142716934
AT4G33350,1640,1576,100.0,1024,0.37032751290334265
AT4G33630,2422,1695,100.0,1030,0.21161502665593168
AT4G33630,3406,3330,100.0,1030,0.593580932300989
AT4G34260,2891,2652,100.0,1042,0.7194775727156743
AT4G34350,841,643,100.0,1045,0.22471302990241154
AT4G34350,2151,1964,100.0,1045,0.9781743449172287
AT4G34350,1119,938,100.0,1045,0.8796787025171753
AT4G34350,1688,1581,100.0,1045,0.312711542418434
AT4G34350,1877,1781,100.0,1045,0.9378845487168255
AT4G34460,1897,1538,100.0,1047,0.6849775285444729
AT4G34490,937,871,100.0,1048,0.6194420012810847
AT4G34490,1646,1497,100.0,1048,0.9723894479713339
AT4G34490,1995,1938,100.0,1048,0.9720518812874397
AT4G34490,2141,2083,100.0,1048,0.8705241512799959
AT4G34700,413,370,100.0,1050,0.5274930230185326
AT4G34700,1486,1429,100.0,1050,0.601899970986815
AT4G34700,1662,1582,100.0,1050,0.9611101808426896
AT4G34830,1295,603,100.0,1052,0.3575663337036479
AT4G34830,3911,3810,100.0,1052,0.6957411917765453
AT4G34830,4588,4496,100.0,1052,0.4666230692602539
AT4G34830,5224,5130,100.0,1052,0.9700152837006947
AT4G34830,5581,5531,100.0,1052,0.45909986320392554
AT4G34830,5815,5720,100.0,1052,0.7759972563761897
AT4G34830,3024,2849,100.0,1052,0.13083056266410284
AT4G35760,1560,1411,100.0,1058,0.19238869019437604
AT4G35760,516,229,100.0,1058,0.49567715338495577
AT4G35910,1535,1447,100.0,1061,0.9601653401758924
AT4G35910,1932,1809,100.0,1061,0.9255733415291947
AT4G35910,2607,2211,100.0,1061,0.952432891307343
AT4G37130,2222,2180,100.0,1074,0.6588199141683042
AT4G37300,717,614,100.0,1077,0.7615710131722475
AT4G37830,637,529,100.0,1083,0.7608888409986511
AT4G38100,1051,978,100.0,1087,0.9947319612544039
AT4G38240,340,288,100.0,1091,0.5472596029365377
AT4G38240,1874,1803,100.0,1091,0.5753287862121035
AT4G38240,2849,2809,100.0,1091,0.8239814215746343
AT4G38240,1254,1207,100.0,1091,0.7534960551385038
AT4G38240,1409,1345,100.0,1091,0.7636304898545768
AT4G38430,1804,1449,100.0,1094,0.8594512957996475
AT4G38630,1752,1654,100.0,1098,0.9737826655569087
AT4G38630,2103,2033,100.0,1098,0.9880313170091924
AT4G38630,346,231,100.0,1098,0.986967460112818
AT4G38630,546,439,100.0,1098,0.970371784899473
