ID,5SS,3SS
AT1G65680,193;417;689,303;500;805
AT1G65700,53;461;597;765;1650,399;555;689;1596
AT1G65800,1584;2372,1952;2180;2447
AT1G65840,789;977;1260;1582;1755;2049;2561,672;887;1493;1668;1847;2127
AT1G65860,642;1159;2420;2631;2879;3137,1087;2263;2547;2742;2962;3350
AT1G65890,246;1235,380;1376
AT1G65910,309;1498;1908;2390;2579,1219;1574;2017;2487;2662
AT1G65930,251;650;843;979;1140;1275;1455;1672;1866;2037;2245;2372;2620;2819,605;732;940;1061;1220;1585;1761;1967;2128;2336;2476;2695
AT1G65960,468;3967;4513;4657,262;3765;4043;4603
AT1G66020,266;620;1091;1411;1633;2067,342;711;1188;1490;1817;2159
AT1G66120,218;1304,449;1403
AT1G66170,567;1045,800;1125
AT1G66200,237;452;660;829;1022;1199;1497;1681;1929,411;555;779;887;1110;1292;1588;1768;2010
AT3G21430,147;843;1304;1568;1727;2342;3010;3597;4301;4717;4858;5294;5622;5990;6489;7080;7648;7954;8378,716;1204;1504;1648;2160;2749;3238;4222;4489;4800;5038;5442;5706;6266;6920;7500;7740;8107;8614
AT1G66340,1442;1886;2218;2428;2716,490;1516;1962;2299;2517;2843
AT1G66370,166;437,306;525
AT1G66470,640;846;997;1143,740;930;1076;1252
AT1G66520,287;762;974;1152;1379;1495;1691;1902;2173,223;626;870;1080;1273;1460;1589;1841;1968
AT1G66560,306;616,492;731
AT1G66600,331;540,416;657
AT1G66670,1094;1343;1534,1166;1437
AT1G66680,441;730;1013;1754;2149;2313,600;811;1656;2044;2260
AT1G66730,2872;3045;3233;3432;3821;4030;4200;4611;4767;5171;5454;5721;5848;6015;6284;6452;6683,2753;3129;3334;3717;3897;4151;4512;4700;5010;5345;5670;5812;5952;6121;6362;6582
AT1G66750,739;923;1931;2242,439;813;1804;2005
AT1G66950,513;771;1079;1280;1639;1812;2809;3065;3287;3533;3694;3882;4306;4697;4860;5069;5374;5621;5984,649;989;1194;1347;1720;1907;2903;3182;3366;3618;3762;3972;4405;4775;4934;5145;5448;5728;6070
AT1G66960,3168;3529;3828;4001;4269;4526;4723;5125;5323;5508;5651;5941;6215;6391;6603,2981;3438;3629;3915;4101;4333;4608;5004;5199;5408;5593;5749;6036;6309;6518;6765
AT1G66970,317;803;1532;1656;2043;2423;2985,508;913;1616;1757;2279;2497
AT1G66980,420;915;1639;2143;2563;3445;3553,614;1020;1731;2419;2658;3225;3525;3648
AT1G67070,840;1538;2123,1369;1642
AT1G67080,470;904;1111;1320;1481,740;1009;1391
AT1G67110,1059;1775,598;1401;3187
AT1G67140,875;1125;1722;1912;2077;2607;3019;3356;3534;3714;4362;4997;5573;5756;6174;6483;6719;6954;7145;7360;7847;8057;8395;8759;9269;9543;9757;9903;10067;10273;10686;11168;11329;11541;11717;11923;12202;12737;13096;13560;13773;14044;14712;14931;15221;15448,666;1017;1484;1821;1988;2541;2913;3265;3452;3644;4235;4892;5439;5648;6071;6314;6631;6859;7075;7236;7777;7951;8305;8601;9118;9492;9656;9845;9998;10178;10500;11022;11259;11483;11629;11793;11997;13029;13461;13675;13880;14400;14795;15055;15321
AT1G67170,1138;1417;1608,522;1270;1515
AT1G67220,2552;2770;3062;3305;3708;4422;4740,2272;2640;2860;3161;3406;3815;4509
AT1G67230,543;981;1354;1745;1914;4271;4534,770;1099;1473;1829;4385;4633
AT1G67370,127;315;657;842;1028;1355;1525;1662;2127;2323;2474;2594;2816;2937;3161;3357;3616;3781;3906;4130;4336,257;559;772;934;1233;1454;1619;1997;2208;2430;2557;2687;2923;3083;3260;3464;3703;3844;3980;4224
AT1G67440,1114;1392;1663,894;1196;1477
AT1G67490,629;961;1273;1521;1691;1906;2401;2872;3113;3370;3520;3997;4315;4771;4912;5073;5342;5539;5725;5898,554;708;1103;1433;1621;1808;2317;2763;2990;3261;3445;3870;4246;4620;4857;5015;5191;5446;5614;5833
AT1G67500,335;578;723;868;1150;1449;2009;4149;4542;5093;5541;6208;6431;6885;7158;7447;7960;8663,158;494;664;817;1036;1227;1379;1864;2527;4349;4739;5397;5624;6283;6611;7049;7240;7655;8044
AT1G67530,459;869;1067;2347,378;682;958;1183
AT1G67550,474;614;799;1060;1303;1551;1995;2182;2387;2619;2796;3036;3273;3519;3769;3929,399;567;692;913;1191;1386;1615;2072;2246;2480;2703;2905;3113;3350;3633;3856
AT1G67560,501;1607;1919;2374;2553;2741;3116;3467,1331;1683;2040;2466;2626;2810;3199;3553
AT1G67630,363;681;1228;1396;1707;1978;2527;2716;2894;3027;3179;3394;3596,286;545;773;1315;1630;1797;2421;2619;2800;2987;3136;3265;3468
AT1G67700,430;959;1144;1316;1575,820;1267;1431
AT1G67710,421;655;1119;1300,501;728;1222;1386
AT1G67770,798;1304;1714;1941,876;1590;1795;2019
AT1G67830,805,424;879
AT1G67840,796;1175;1347;1518;1699;2073;2446,633;871;1280;1448;1605;1866
AT1G67960,1102;1429;1699;2006;2344;2596;2889;3101;3279,949;1324;1931;2192;2427;2790;2977;3209;3378
AT1G67980,96;297;640;876,210;494;743
AT1G68000,263;502;669;816;1051;1186;1691;1869,396;583;765;1010;1140;1275;1437;1633;1769
AT1G68010,522;743;964;1138;1300;1477;1644;1820;1985;2115;2314,437;601;841;1055;1226;1384;1565;1711;1906;2069;2198
AT1G68020,2937,2662
AT1G68060,793;1029;1269;1512;1778;2007;2187;2810;3079,706;962;1097;1340;1621;1859;2114;2278;2890
AT1G68090,197;422;721;1003;1178,275;501;786;1087;1249
AT1G68100,541;716;1131;1386;1701;2137;2366;2556;2680,631;856;1078;1262;1473;1989;2257;2453;2634;2776
AT1G68130,1131,727
AT1G68150,300;513;882;1080,377;596;965;1354
AT1G68230,423;636,235;505;721
AT1G68240,440;603;844,370;536;690;911
AT1G68290,423;627;778;935;1100;1248;1423,250;515;721;850;1006;1182;1348
AT1G68310,463;987;1171;1543,309;892;1070;1496
AT1G68320,320;538,407;631
AT1G68370,720;958;1150;1343;1480;1767;1971;2198;2335,595;874;1037;1237;1428;1676;1861;2048;2280
AT1G68480,452;749;1068,356;619;982;1201
AT1G68540,665;1096,299;742
AT1G68560,1209,546
AT1G68570,528;905;1696;2950,309;668;1371;2372
AT1G68600,518;1156;1505;1725;1957,1017;1234;1587;1809;2427
AT1G68630,421;728,348;517;842
AT1G68640,586;732;1057;1572;1718;1864;1997;2352;2677,508;684;828;1493;1657;1785;1938;2079;2430;2764
AT1G68690,2356;2525;2669;2837;3061;3305,1953;2440;2597;2759;2912;3142
AT1G68710,1319;2777;2957;3310;3490;3710;4011;4218;4409,889;1415;2845;3032;3400;3600;3806;4091;4309
AT1G68720,3601;3754;4089,3665;3960;4166
AT1G68740,634;1028;1669;1831;2112;2536;2896;3141;3414;3792;4067,723;1228;1758;1981;2411;2645;2990;3260;3512;3929;4157
AT1G68750,199;518;744;940;1094;1252;1406;1593;1963;2165;2310;2652;2876;3060;3282;3481;3650;3897;4178,353;628;861;1024;1172;1328;1496;1820;2068;2241;2414;2749;2957;3134;3381;3560;3769;3970;4380
AT1G68790,909;1241;1606;1764;3982;4276,698;986;1334;1679;2176;4088;4381
AT1G68830,582;761;961;1140;1386;1571;1788;1950;2762,673;840;1040;1216;1476;1693;1892;2347
AT1G68850,602;888,409;721;1027
AT1G68890,567;863;1069;1289;1973;2338;2542;3033;3300;3520;4186;4728;5169;5360;5643;6026;6243;6431;6745;7092;7490;7746;8459;8866;9097;9306,365;644;953;1171;1870;2472;2927;3104;3420;3621;4502;4868;5291;5483;5899;6110;6318;6588;7321;7601;7996;8568;8938;9197
AT1G68910,66;1101;2301;2540,615;1188;2392
AT1G68920,1679;1833;1992;2153;2392;2564,1450;1766;1922;2080;2226;2469
AT1G68940,416;1904;2355,547;2044
AT1G68990,1302;1551;1745;1914;2189;2445;2729;3227;3438;3632;3807;4133;4336;4533;4692;5007;5199,1076;1416;1854;2070;2330;2596;2809;3386;3560;3721;3979;4260;4442;4643;4891;5094
AT1G69010,536;867;1046;1544;1801,450;796;949;1181;1670;1883
AT1G69120,432;1853;2018;2211;2484;2612;3246,1773;1952;2110;2441;2569;3090;3670
AT1G69170,1067;1307,381;1169;1401
AT4G28520,344;894;1437,998;1653
AT1G69220,932;1178;1370;1611;1867;2115;2308;2490;2791;3412;3835;4202;4451;4946;5336;5620;5801,1088;1261;1502;1775;2061;2244;2444;2754;3355;3752;4072;4311;4794;5130;5415;5714
AT1G69230,123;938,651
AT1G69240,622;1258;1518;1826,1020;1373;1690;1906
AT1G69310,1815;2267,1670;1901;3454
AT1G69370,690;856;1101;1278,463;768;956;1184;1366
AT1G69400,251;477;660;1059;1276;1448;1604;1790,345;576;806;1202;1366;1521;1688
AT1G69420,909;1791;1978;2153;2462;2623;2899,794;1433;1908;2080;2332;2541;2709
AT1G69440,2289,1057
AT1G69480,839;1247;1393;1581;1793;1991;2345;2536;2650;2886;3261,918;1343;1508;1662;1869;2085;2430;2604;2735;2981;3335
AT1G69490,319;697,415;782
AT1G69500,296;583;969;1439;1719,366;653;1051;1517;1789
AT1G69530,331;739;1199,425;908;1272
AT1G69540,422;777;920;1042;1201;1333;1472;1655;1793,590;862;1022;1316;1409;1557;1735;1873
AT1G69560,477;922,552;1004
AT1G69630,942;1162,1020
AT1G69700,487;970;1310,459;846;1050;1395
AT1G69720,880;1333;1523,442;1108;1414
AT1G69730,1048;1286,1171;1419
AT1G69740,800;1319;1477;1626;1792;1954;2080;2289;2438;2605;2755,489;1206;1402;1556;1707;1883;2023;2166;2365;2522;2676
AT1G69770,551;771;1393;1599;1802;2122;2278;2612;2763;2912;3474;3620;3776;3952;4175;4386;4509;4675;4932,512;667;1284;1478;1701;1912;2211;2353;2703;2844;3143;3550;3688;3863;4058;4280;4464;4604;4827
AT1G69780,978,594;1311
AT1G69800,52;402;959;1305;1550,184;515;1037;1376
AT1G69810,205;1268;1483,730;1368;1570
AT1G69820,908;1261,989;1337
AT1G69830,735;886;1080;1274;1808;2881;3307;3608;3942;4146;4400,606;830;965;1164;1475;2236;3116;3500;3691;4022;4231;4496
AT1G69840,688;896;1069;1269,774;976;1171
AT1G69870,608;1391;3298,1172;2731
AT1G69935,317;622;808,396;741
AT1G70060,489;757;938;1191;1585;1804;1997;2117;2427;2678;2892;3235;3962;4140;4781;4966;5196;5432;5688;5870,566;838;1028;1271;1672;1920;2086;2205;2522;2763;2979;3322;4053;4246;4864;5056;5278;5520;5769;5966
AT1G70070,1019;1200;1535;1809,909;1112;1415;1627
AT1G70080,681;1237;1539;1913;2449,400;851;1316;1773;2199
AT1G70210,971;1596;1893;2119,883;1496;1690;1981;2202
AT1G70290,247;2728;3077,714;2802;3223
AT1G70300,1026;1185;2008;2476,529;1130;1693;2096
AT1G70310,598;808;1196;1383;1729;1946,520;684;1090;1309;1460;1815;2032
AT1G70320,404;708;1003;9609;11968,611;795
AT1G70410,321;1034;1985;2396;2791;3153;3287;3772;4026,944;1919;2254;2741;3035;3232;3682;3919
AT1G70440,580;904;1108;1295,664;988;1186
AT1G70460,1297;1847;2019;2188;2378;2681;2929,1375;1931;2116;2300;2532;2766;3019
AT1G70510,1009;5413,869;5170;5503
AT3G19100,931;1738;1917;2132;2610;2830;3045;3187;3449,1606;1874;2022;2233;2716;2936;3123;3280;3540
AT2G46700,2075;2287;2455;2839;3033;3230;3383;3625,2032;2177;2375;2541;2922;3121;3319;3456
AT1G70560,559;1767;2155,254;1476;1858;2264
AT1G70580,433;980;1138;1328;1501;1687;2119;2400;2655;2796;2942;3278,810;1071;1209;1418;1598;1959;2225;2522;2729;2876;3028
AT1G70610,888;1085;1219;1440;1634;1805;1958;2214;2569;2875;3315;3478;3632;3998;4132;4267,759;1041;1173;1316;1529;1749;1886;2110;2357;2800;3257;3402;3556;3715;4066;4205;4351
AT1G70680,161;352;675;854;1088,249;588;758;961;1191
AT1G70700,565;1214;1387;1711,481;1058;1301;1469
AT1G70710,582;1073;1546;1807;3203;3534,664;1452;1644;3090;3369
AT1G70730,75;521;1241;1423;1689;2081;2283;2570;2760;2962;3131;3389;3554;3770;3979,283;740;1126;1359;1568;2020;2182;2408;2663;2897;3048;3209;3476;3636;3861
AT1G70750,1329;2699,1193;1422;2801
AT1G70760,382;571;761,291;462;665;845
AT1G70920,599;812,395;731;2263
AT1G70940,1461;1840;2006;2600;2762,1535;1919;2441;2684;2864
AT1G71010,2089;2338;2767;3659;4082;4290;4547;5963;6326,1317;2183;2421;2884;3749;4162;4381;4624;6058
AT1G71020,838;1316,720;928
AT1G71030,343;640,512;725
AT1G71040,2748;3148,1622
AT1G71120,553;1093,412;626
AT1G71190,404;597;809;1016;1281,300;475;893;1120
AT1G71220,266;700;945;1366;1580;1918;2103;2305;2650;3046;3265;3527;3758;3963;4251;4607;4813;5017;5236;5563;5750;6024;6493;6723;7110;7338;7577;8004;8188;8389;8757;9046;9273;9396;9583;9912,348;790;1193;1505;1820;1989;2188;2591;2892;3165;3361;3688;3873;4087;4468;4706;4921;5122;5351;5680;5877;6390;6574;7052;7206;7487;7650;8103;8323;8653;8886;9131;9351;9467;9758
AT1G71230,544;936;1155;1345;1665,653;1006;1258;1586
AT1G71260,287;465;651;834;991;1288,182;360;557;738;916
AT1G71270,371;797;1441;1982;3309;3891;4039;4380;5233;5458;5684;5843,275;1359;1837;3125;3774;3979;4278;4751;5052;5322;5608;5784
AT1G71280,427;739,451;911
AT1G71340,1494;1830;2024;2360;2561,1395;1748;1930;2269;2432
AT1G71380,1000;1230;1420,495;1079;1307
AT1G71440,621;781;1008;1181;1491;1719;1852;2096;2209;2359;2611;2767;2944,449;733;860;1105;1380;1599;1789;1987;2173;2292;2518;2689;2865;3061
AT1G71692,573;1483;1670;1809;1975,466;1420;1569;1766;1932;2122
AT1G71696,608;791;964;1132;1332;1581;1822;2029;2252;2435;2584;2842;3006,540;694;932;1074;1235;1457;1716;1981;2125;2331;2520;2941;3290
AT4G26100,500;718;959;1146;1309;1477;1660;1834;2049;2205;2345;2552,458;647;809;1049;1237;1414;1595;1748;1921;2121;2280;2435;2663
AT1G71750,358;862,696
AT1G71770,157;2055;2228;2412;2833;3154,651;1272;2149;2321;2511;2940
AT1G71800,450;731;861;1190;1366;1506;1986;2241;2484,370;555;823;956;1287;1469;1601;2066;2323
AT1G71820,587;819;994;1172;1432;1608;1952;2465;2899;3231;3369;3764;3982;4451;4665;5156;5329;5551;5812;6200;6374;6556;6768;6910,405;779;904;1080;1341;1536;1858;2305;2790;3094;3323;3707;3872;4309;5071;5241;5505;5732;6129;6285;6465;6650;6846
AT1G71830,1066;1223;1484;1659;1826;2022;2284;2784;3284,932;1150;1339;1586;1753;1908;2151;2441;2888
AT1G71860,579;736;961;1355;1604;1819;2001,481;658;819;1219;1454;1676;1914;2085
AT1G71960,208;1180;4906,338;4567;4974
AT1G71980,1011;1488,779;1082
AT1G71990,1238,1063
AT1G72050,471;1339;1737;1981,329;893;1500;1836
AT1G72120,531,312
AT1G72125,470;1255,251;724
AT1G72130,493;1102,274;577
AT1G72160,1132;1367;1600,1241;1448;1721
AT1G72280,884;1251;1470;1668;1861;2165;2387,751;991;1358;1548;1755;1961;2262
AT1G72320,139;691;1151;1566;1856;2214;2464;2742;3006;3383,406;786;1262;1684;2069;2343;2555;2856;3199;3645
AT1G72330,689;843;1026;1166;1334;1568;1734;1942;2211;2445;2605;2893,637;791;959;1103;1254;1622;1803;2014;2289;2529;2688
AT1G72370,1036;1313;1637,772;1114;1416;1712
AT1G72440,1219;1434;1635;1941;2115;2287;2598;2954;3137;3367;3720;3998;4472;4847,1145;1313;1558;1871;2033;2214;2504;2803;3052;3222;3629;3914;4087;4623
AT1G72520,507;919;1666;2346;3010,637;1100;2148;2437;3319
AT1G72560,2506;2710;2911;3075;3313;3527;3903;4196;4361;4547;4815,2415;2619;2805;3014;3249;3430;3737;4021;4294;4447;4667
AT1G72650,986;1444;1872;2916;3294;3753;3886,832;1205;1800;2024;3155;3467;3828
AT1G72660,466;651;809;1085;1227;1408;1692;2601,582;731;903;1169;1332;1571;2429
AT1G72670,610;1087;1287,354;864;1172;1377
AT1G72700,2931;3128;3493;3666;3856;4170;4426;4654;4924,1036;3016;3215;3576;3767;3959;4299;4554;4731;5017
AT1G72710,1454;1696;1869;2017;2429;2576;2747;2950;3141;3278;3525,518;1546;1772;1948;2366;2511;2661;2822;3057;3213;3387
AT1G72730,178;657;843;1417,586;732;985
AT1G72770,300;1797;2256;2446,690;1907;2339;2568
AT1G72830,750;953;1109;1371,409;860;1033;1454
AT1G72970,197;973;1692;2165,581;1380;1778;2248
AT1G72990,697;1029;1233;1677;2024;2393;2591;2789;2969;3101;3360;3565;3788;3968;4325;4641;4784,591;832;1143;1595;1928;2321;2499;2670;2872;3051;3171;3492;3634;3916;4173;4494;4717;4902
AT1G73040,407,494
AT1G73060,430;606;754;970;1137;1327;1518;1675;1963;2142,398;512;690;857;1050;1267;1414;1613;1879;2060;2228
AT1G73100,102;665,565
AT1G73140,456;708;1007;1236,535;806;1088;1343
AT1G73150,1753;1944,1706;1850
AT1G73177,606;742,493;687;1099
AT1G73190,353;710,443;828
AT1G73290,950;1159;1324;1498;1666;1856,1018;1242;1428;1593;1943
AT1G73310,1156;1319;1485;1638;1826;2166,1015;1231;1415;1565;1706;2119
AT1G73360,1205;1496;2065;2254;2547;2804;3141;3317,1086;1306;1581;2151;2345;2622;2880;3226
AT1G73370,998;1255;1537;1742;2031;2397;2774;3086;3727;3950,864;1099;1343;1622;1813;2126;2489;2860;3159;3810
AT1G73410,380;923,490
AT1G73570,525;902;1549;2231;2641,604;956;1332;1906;2397
AT2G18040,641,
AT1G73670,1049;1260;1421;1785;2117;2432;2587;2771;3135,639;1131;1360;1634;1960;2293;2512;2668;2905;3231
AT1G73680,631;964;1340;1577;1878;2385;2670;2986,369;916;1209;1445;1663;2010;2466;2741
AT1G73690,881;1085;1296;1609;1972,581;975;1169;1372;1689;2059
AT1G73720,816;1059;1556;1883;2139;2361;2512;2973;3261;3634;3792;3998;4193;4387,604;905;1506;1798;2034;2273;2457;2876;3135;3506;3731;3889;4091;4334
AT1G73730,2281,580
AT1G73805,162;537;1734;2689;2960;3180,457;1195;2527;2770;3082
AT1G73830,458;685;839;982;1163,567;772;912;1084;1321
AT4G22970,878;1082;1393;1949;2421;2659;3114;3301;3698;3892;4116;4570;4747;5121;5324;6182;6777;7027;7321;7484;7800;8113;8672;9035;9205,696;973;1257;1484;2314;2532;2819;3183;3475;3980;4221;4656;4856;5199;5431;6544;6923;7122;7427;7569;8259;8794;9116
AT1G73875,851;990;1116;1539;1814;2006;2324;2442;2655;3020;3297;3511,686;923;1062;1456;1763;1932;2230;2408;2562;2886;3210;3425
AT1G73910,326;602;763,233;454;688;914
AT1G73960,796;1032;1211;1879;2118;2568;2770;3007;3200;3361;4026;4483;4679;5057;5199;5846;5972;6575;6856;7293;7466;7723;7997,461;885;1143;1678;1963;2482;2677;2880;3145;3291;3927;4134;4590;4930;5141;5765;5928;6487;6765;7233;7374;7556;7812
AT1G73990,914;1153;1604;1786;2114;2737;2896;3377;3600;3876;4100,729;1014;1432;1681;2045;2569;2825;3221;3493;3787;3955
AT1G74000,1450,1179
AT1G74030,1301;1681;2128;2395;2514,992;1525;1809;2247;2462
AT1G74040,1208;1375;1633;1821;2200;2316;2473;2731;2967;3203,993;1293;1539;1733;2098;2281;2397;2646;2831;3056;3318
AT1G74070,1326,750;1405
AT1G74080,527;774,643;1115
AT1G74170,400;895;1130;1406;1567;1790,738;1054;1249;1491;1684
AT1G74180,388;827;996;1217;1390,670;926;1141;1314
AT1G74190,380;859;1086;1346,702;1010;1231;1395
AT1G74210,95;734;1006;1284;1500;1895;2146,551;821;1208;1389;1675;1989;2231
AT1G74230,155;862;1013;1237,725;943;1132
AT1G74260,240;919;1571;4047,497;1001;1669
AT1G74270,103;368;987,331;757;1080
AT1G74310,1597;1863;2629;3191,424;1680;2002;2712
AT1G74320,958;1235;1562;1786;1924;2119,568;1112;1365;1667;1875;2017
AT1G74390,417;646;796;943;1861,487;748;878;1138
AT1G74430,374;1270,1139;1397
AT1G74520,357;628;846;1172,600;722;927
AT1G74650,707,576;897
AT1G74690,296;928;1399;1715;1911;3099,824;1098;1510;1835;2026;3241
AT1G74700,1018;1166;1350;1595;1788;1948,854;1094;1253;1480;1718;1872
AT1G74710,495;1628;1968;2135;2286;2517;2661;2868;3045;3234,305;1249;1703;2059;2216;2397;2602;2756;2959;3135
AT1G74740,835;1132;1365;1606;1868;2195,987;1211;1489;1699;1963
AT1G74790,788;1781;2080;2374;2690,629;994;1865;2194;2447;2791
AT1G74800,1429;1844;2159;2437;2684,1195;1552;2029;2262;2575;2759
AT1G74810,771;926;1210;1433;1688;1941;2191;2370;2564;2968;3328;3549,842;1016;1293;1521;1773;2016;2273;2446;2629;3047;3428
AT1G74850,2711;2907,2395;2801;3006
AT1G74880,280;430;586;703,373;519;660;779
AT1G74890,620;906;1069,542;827;997
AT1G74920,373;716;900;1135;1327;1534;1728;1891;2144;2482;2842;3082;3266;3476,572;818;985;1233;1409;1661;1823;2066;2367;2763;2929;3204;3368
AT1G74960,721;1314;1626;1936;2122;2262;2432;2736;2958;3222;3378;3561;3839,1110;1421;1824;2025;2215;2351;2666;2872;3066;3296;3500;3669;4076
AT1G75010,773;999;1386;1841;2065;2216;2471;2995;3533;4020;4324;4577;4963,713;933;1250;1791;1951;2143;2359;2815;3215;3684;4218;4438;4795
AT1G75100,709;1414;1897;2091;2218;2380;2555;2822,787;1501;1975;2167;2313;2476;2644;2921
AT1G75130,952;1408,706;1043;1482
AT1G75200,1037;1239;1514;1964;2133;2387;2690,1122;1337;1772;2045;2228;2478
AT1G75310,4259;4399;4705;4894;5160,756;4475;4638;4803;4982
AT1G75330,802;1153;1681,466;1020;1404
AT1G75340,785;1040;1240;1424;2311;2614;2811,606;944;1143;1329;2224;2390;2737
AT1G75380,823;1094;1254;1410;1740;1944;2128;2385,528;922;1203;1352;1503;1664;1824;2035;2317
AT1G75410,1419;1874;2012,1496;1950
AT1G75430,387;1108;1267,718;1205
AT1G75440,467;657;956;1390,362;553;891;1300
AT1G75450,1117;1521;2310,988;1253;2046
AT1G75500,525;719;1399;1645,461;601;977;1492
AT1G75630,576,289
AT1G75660,359;657;815;1224;1447;1647;1984;2258;2562;2736;3441;3655;3854;4009;4526;4691;4828;4991;5255;5496;5659;5936,553;737;1031;1326;1583;1833;2092;2483;2648;3185;3558;3757;3937;4396;4613;4786;4915;5096;5390;5582;5813
AT1G75690,667;832;1124,582;779;966;1225
AT1G75700,720;867;1153,802;945
AT1G75790,278;513;857;1172;1630;2099;2260,402;585;1068;1268;1732;2180;2338
AT1G75840,414;870;1067;1243;1390;1534,781;956;1178;1324;1467;1629
AT1G75850,343;551;890;1055;1294;1468;1683;2156;2298;2930;3369;3511;3710;4105;4300;4674;4923;5136;5325;5583,245;426;703;966;1236;1377;1559;2080;2237;2812;3128;3444;3619;4014;4212;4604;4841;5027;5220;5468
AT1G75880,856;1176;1551,941;1294;1655
AT3G02970,,
AT1G75940,224;423;595;760;950;1132;1476;1700;1996;2151;2353;2581,352;538;683;871;1043;1210;1583;1777;2112;2249;2468;2682
AT1G75990,495;745;969;1225;1632,303;606;831;1058;1391
AT1G76030,476;736;929;1101;1620;2234;2476;2652;2800,386;679;829;1040;1209;1410;2095;2324;2568;2751;2882
AT1G76040,1542;1799;2012;2259;2466;2681,1397;1645;1898;2090;2337;2580
AT1G76110,502;775;1331;2120,422;611;1231;1736;2214
AT1G76130,1036;1161;1300;1510;1843;2073;2271;2464;2681;2794;2983,957;1126;1261;1382;1615;1926;2157;2374;2557;2757;2883
AT1G76150,256;516;674;840;1066;1242;1479;1677;2264,232;409;602;766;1025;1168;1327;1605;2089;2376
AT1G76160,634;1472;1733;2176;2636;2802,523;1200;1632;1829;2269;2722;2891
AT1G76260,378;581;841;1077;1320;1556;1903;2088;2331;2484;2625,293;447;728;976;1191;1485;1813;2041;2259;2409;2565
AT1G76290,985;1518,267;1161;1595
AT1G76300,717;898;1048,663;836;990
AT1G76310,405;618;767;893;1115;1342;1510;2013;2274,331;493;706;843;982;1197;1419;1604;2094;2364
AT1G76350,309;1485;1619;2572,662;1570;1700
AT1G76390,1249;1638,1327
AT1G76400,426;1143;1383;1643;1936;2156;2402;2725,380;507;1234;1465;1866;2065;2242;2499;2805
AT1G76405,1073;1322;1520,997;1168;1420;1800
AT1G76420,822,546
AT1G76450,296;478;620;791;969;1134;1330;1456,219;373;553;709;885;1057;1210;1410;1531
AT1G76510,846;1117;1259;1689;1884;2188;2675;2811;2959;3299;3535;3843;4018,437;982;1218;1635;1768;2094;2551;2761;2894;3231;3483;3749;4155
AT1G76540,862;1015;1240;1425;1595;1822,719;952;1127;1330;1524;1682
AT1G76550,897;1099;1311;1513;1701;1903;2097;2364;2547;2712;2934;3073;3207;3422;3619;3834,723;985;1235;1398;1632;1818;2042;2282;2452;2637;2822;3027;3149;3316;3501;3729;3916
AT1G76580,1164;2075;2238;2438;2639;2862;3087;3761,345;1253;2162;2329;2526;2725;2941;3178
AT1G76630,714;884;1042;1243;1460;1633;1954;2204;2458;2595;2739;3041;3217;3901;4236;5286,389;799;990;1149;1318;1551;1708;2031;2344;2536;2672;2827;3164;3805;3992;4446
AT1G76670,835;1119;1656,649;917;1493
AT1G76700,322;583;852;1108;1321;1591;1887;2060;2304,522;768;947;1193;1431;1707;1978;2162
AT1G76710,369;511;762;1009;1286;1468;1756;1898,293;445;604;921;1200;1373;1556;1862;2015
AT1G76730,721;1151;1315;1523,629;923;1238;1396
AT1G76850,568;1007;1201;1522;1731;1969;2214;2544;2887;3165;3422;3680;3974;4491;4837;5158;5329;5473;5751;6101,851;1114;1326;1602;1809;2108;2468;2748;2978;3292;3552;3762;4374;4607;5063;5250;5415;5600;5893
AT1G76860,662,565
AT1G76950,983;1160;1362;1570;3836;4076;4645,895;1069;1274;1449;1723;3928;4177
AT1G76990,590;718;914;1073;1890,671;798;1004;1166;1972
AT1G77000,620;1241;1478,891;1335
AT1G77030,1757;1936;2213;2353;2573;2751;2948;3088;3299,594;1877;2098;2300;2495;2697;2865;3030;3171;3388
AT1G77080,2870;3473;3850,3430;3807;4221
AT1G77090,373;688;884;1229,583;771;1000
AT1G77110,1469;2442;2631;2864;3507,836;2544;2705;3429;3627
AT1G77120,556;706;1278;1522;1770,418;658;792;1363;1607;1844
AT1G77140,657;831;1336;1589;1783;1995;2278;2651;2997;3204;3457,454;750;1107;1462;1698;1852;2098;2494;2888;3081;3324;3686
AT1G77210,409;640;1258;1838;2553,267;514;1104;1514;1922
AT1G77290,760,
AT1G77300,276;3111;3506;4261;4459;4721;4921;5145;5835;6016;6809;6948;7255;7440;7624;7942;8313,632;3300;4087;4378;4588;4803;5051;5756;5958;6087;6891;7177;7356;7543;7861;8266
AT1G77320,541;762;1258;2073;2238;2585;3165;3445;3937;4205;4746;5266;5549;6026,497;639;1149;1933;2145;2490;2701;3301;3568;4039;4454;4839;5345;5934;6122
AT1G77380,616;794;1115;1348;1798,381;699;899;1207;1438;1894
AT1G77390,843;1034;1313;1480;1646;1763;2003;2237,437;940;1178;1403;1568;1728;1852;2101
AT1G77410,278;827;1017;1177;1341;1566;1760;1956;2126;2319;2554;2812;3004;3205;3443;3630;3858;4299,730;903;1109;1247;1664;1849;2040;2199;2391;2629;2914;3094;3337;3521;3711;3943;4382
AT1G77440,139;433;640;848;1252;1704,250;531;757;1166;1608
AT1G77470,814;1071;1333;1535;1814;1991;2138,599;990;1172;1452;1659;1926;2068;2254
AT1G77490,371;573;833;1015;1195;1366;1537;1702;1888;2088;2275,437;711;913;1106;1297;1449;1626;1809;1982;2214;2366
